77868392	89.60835509138381	4.311377245508982	193
77900459	91.48825065274151	5.389221556886228	196
77934502	90.86161879895562	5.748502994011976	193
77967900	87.41514360313316	5.748502994011976	195
78001479	86.47519582245431	6.107784431137724	196
78034955	88.66840731070496	7.18562874251497	193
78069662	85.53524804177546	6.467065868263473	195
78101628	84.59530026109661	6.467065868263473	196
78135091	83.96866840731069	6.107784431137724	201
78168523	83.3420365535248	5.748502994011976	202
78201291	82.7154046997389	5.029940119760479	201
78235539	84.59530026109661	5.748502994011976	202
78267771	81.77545691906003	3.9520958083832336	206
78302507	81.14882506527415	3.592814371257485	212
78336108	82.7154046997389	5.029940119760479	212
78368670	80.2088772845953	3.2335329341317367	213
78402354	79.58224543080938	2.874251497005988	215
78437547	81.46214099216711	4.670658682634731	210
78467710	81.46214099216711	4.311377245508982	200
78502027	81.46214099216711	4.311377245508982	198
78535408	80.2088772845953	4.311377245508982	194
78567785	79.58224543080938	4.311377245508982	192
78601200	78.9556135770235	4.670658682634731	270
78635205	77.7023498694517	5.389221556886228	270
78669415	76.76240208877284	5.389221556886228	183
78702684	76.13577023498695	5.748502994011976	178
78734980	75.1958224543081	5.748502994011976	172
78768107	74.56919060052219	6.107784431137724	172
78801133	73.9425587467363	6.467065868263473	174
78835103	73.00261096605745	6.826347305389222	174
78869841	72.0626631853786	6.826347305389222	175
78903879	67.98955613577023	7.544910179640719	172
78936559	70.18276762402088	7.18562874251497	174
78970480	69.24281984334203	7.18562874251497	174
79002540	68.9295039164491	7.18562874251497	175
79036128	65.48302872062663	8.263473053892216	175
79070222	67.67624020887729	8.263473053892216	178
79103416	66.73629242819844	8.622754491017965	178
79136375	65.79634464751958	8.622754491017965	175
79168745	61.409921671018274	9.70059880239521	172
79200920	63.60313315926893	9.341317365269463	172
79235738	62.66318537859008	9.341317365269463	172
79268875	61.409921671018274	9.341317365269463	169
79302937	60.15665796344648	10.059880239520957	170
79336566	58.590078328981726	10.778443113772456	169
79369593	57.33681462140992	11.137724550898204	169
79402136	53.26370757180157	12.215568862275449	171
79436413	52.32375979112272	11.8562874251497	174
79470032	54.20365535248042	11.497005988023952	177
79503374	53.26370757180157	11.8562874251497	183
79536646	52.32375979112272	11.8562874251497	193
79569654	48.87728459530026	10.778443113772456	199
79602581	48.25065274151436	10.059880239520957	205
79636401	47.93733681462141	8.982035928143713	214
79670378	47.62402088772846	7.904191616766467	225
79703689	47.62402088772846	6.826347305389222	227
79736083	47.31070496083551	5.748502994011976	230
79770548	47.31070496083551	4.670658682634731	233
79802301	46.99738903394256	4.311377245508982	235
79837713	47.31070496083551	3.592814371257485	230
79871242	46.99738903394256	3.2335329341317367	225
79903546	46.99738903394256	2.874251497005988	219
79938477	48.563968668407306	4.670658682634731	222
79969919	46.37075718015665	2.5149700598802394	225
80003656	46.057441253263704	2.5149700598802394	222
80037379	47.62402088772846	4.311377245508982	216
80069695	45.74412532637076	2.874251497005988	212
80104277	45.43080939947781	3.2335329341317367	213
80137743	47.62402088772846	5.029940119760479	203
80171059	44.80417754569191	4.670658682634731	173
80203760	46.99738903394256	6.107784431137724	170
80237024	44.177545691906	8.263473053892216	160
